location,bhk,total_sqft,bath,price
Battarahalli,2,1276,2,31
Devasthanagalu,1,1460,1,22.8
Yemlur,3,1355,3,120
Avalahalli,3,833,3,265
Bapuji Layout,2,1200,2,75
Cambridge Layout,3,1750,2,108
Ramamurthy Nagar,2,1200,2,75
Yeshwanthpur,2,669,2,82
7th Phase JP Nagar,2,2200,2,75
Koramangala,2,1594,2,75
Kothanur,2,1790,2,100
NGR Layout,2,1020,2,75
Doddanekundi,2,3250,2,75
Vasantapura main road,2,1037,2,75
Whitefield,2,1345,2,75
Kodichikkanahalli,2,1070,2,75
Sector 6 HSR Layout,2,3000,2,75
Yeshwanthpur,3,1385,3,104
Kanakpura Road,2,1207,2,75
Varthur,2,1140,2,75
Basavanapura,2,1220,2,75
CQAL Layout,2,3811,2,75
Iblur Village,2,3596,2,75
Sarjapur  Road,2,1965,2,75
Koramangala,2,1760,2,83
Haralur Road,2,1225,2,80
Marathahalli,2,1075,2,75
Panathur,2,1000,2,80
Hennur Road,2,1891,2,75
Yelahanka,3,1322,2,185
Mathikere,2,1095,2,200
Bellandur,3,3600,3,65
AECS Layout,3,1045,3,72
Venugopal Reddy Layout,2,1545,2,150
Thanisandra,2,1996,2,156
Brookefield,3,1125,3,300
Mysore Road,3,1560,3,110
BEML Layout,2,2000,2,76
Murugeshpalya,3,3100,3,250
Lake City,3,780,3,95
Lakshmipura,3,1350,3,95
Sarjapur  Road,3,2275,3,109
Pragathi Nagar,3,1350,3,93
Haralur Road,3,1464,3,94.99
Kanakpura Road,3,1570,3,120
Dasanapura,3,708,3,94.71
Sarjapur  Road,3,1680,3,130
Hoodi,3,1400,3,110
Bellandur,4,1310,4,154
BTM Layout,3,3300,3,113
Electronics City Phase 1,3,1175,3,114
Chikkalasandra,3,1428,3,95
Akshaya Nagar,3,750,3,110
Whitefield,3,3252,3,120
Haralur Road,4,1194,4,153
Old Town,3,750,4,114
8th Phase JP Nagar,4,1080,4,160
Vijaya Bank Layout,2,1200,2,80
Whitefield,2,1200,2,59.86
Okalipura,2,1200,2,55
Bommasandra Industrial Area,2,1320,2,55
Badavala Nagar,3,1842,3,90
Sector 2 HSR Layout,2,1146,2,55
Rachenahalli,3,440,2,65
Sahakara Nagar,3,1048,3,65
Thanisandra,2,1801,2,40
Hennur Road,3,1232,3,115
Whitefield,5,1150,4,68
Talaghattapura,4,1868,4,88
Begur,3,1445,3,39
Hebbal Kempapura,3,1466,3,43
Harlur,3,1730,3,39.5
JP Nagar,2,3860,2,45
Somasundara Palya,2,1185,2,50
Yeshwanthpur,2,3027,2,41.1
Whitefield,2,2400,2,55.78
Kaval Byrasandra,2,1185,2,46.5
Hongasandra,4,1150,2,93
Maruthi Extension,2,2000,2,55
Vidyapeeta,2,875,2,51.89
Pai Layout,3,1075,2,60
Hebbal,2,1760,2,50
Banashankari,3,1600,2,68
Madiwala,2,910,2,48
Haralur Road,2,1000,2,52
7th Phase JP Nagar,2,1215,2,52
EPIP Zone,2,1734,2,57.6
Akshaya Nagar,1,1280,1,35
Rachenahalli,3,1113,2,67.39
Horamavu Banaswadi,2,1272,2,53.8
Kereguddadahalli,2,1240,2,62
Varthur,3,704,2,76
Yelahanka,2,1100,2,64.5
Ambalipura,3,896,2,65.8
Rachenahalli,2,3657,2,53.4
BTM 2nd Stage,3,1200,3,95
Ramagondanahalli,3,2800,3,75
Hebbal,2,2790,2,54
Ambalipura,2,3500,2,56.9
Ramamurthy Nagar,3,3600,3,78
Sarjapur,3,1500,2,70
Meenakshi Layout,2,1200,2,58
S R Layout,2,1096,2,58
Cholanayakanahalli,2,580,2,53
GD Layout,2,1094,2,73
Vittal Nagar,4,1100,5,158
Iblur Village,2,2725 - 3250,2,80
Koramangala,3,2503,2,110
Nagarbhavi,3,1145,3,150
Rachenahalli,4,1550,5,233
Seegehalli,6,1830,6,300
Hoodi,2,1746,2,40
Maruthi Sevanagar,3,1280,3,60
Kengeri,3,918,2,62
Chandapura,1,645,1,15
Banashankari Stage III,1,1305,1,15
Thigalarapalya,3,1207,3,95
Thanisandra,3,1678,3,86.58
Kaggalipura,2,950,2,61
Munnekollal,2,1200,2,70
Electronic City,3,1070,3,86.91
Ardendale,2,1732.46,2,70
Attibele,2,1639,2,40
Marathahalli,2,1360,2,65
Malleshpalya,2,2592,2,73
RMV 2nd Stage,2,4470,2,69
Kithaganur,2,720,2,35
Lakshminarayana Pura,3,1656,2,76.3
Sarjapur  Road,3,985,3,60
Dodda Nekkundi,2,1999,2,64.08
7th Phase JP Nagar,2,1050,2,46.5
Whitefield,2,1440,2,46.86
Basavangudi,2,1600,2,50
Ramagondanahalli,3,1253,2,77
Shirdi Sai Nagar,2,1200,2,50
Padmanabhanagar,2,1360,2,55
Hagadur,2,1086,2,40
Wilson Garden,3,1655,2,69.5
Old Madras Road,2,2600,2,90
Sarjapur  Road,2,1418,2,55
Kalena Agrahara,2,1270,2,46
Begur Road,2,1410,2,52
"JP Nagar 7th Phase, ",1,1150,1,67
Ramamurthy Nagar,7,600,7,2200
Raghuvanahalli,4,1440,5,325
J C Nagar,3,1200,3,297
Sadduguntepalya,1,1200,1,62.5
Begur Road,3,1410,4,332
Chandapura,3,1200,3,399
Jalahalli,3,600,4,320
Whitefield,2,624,2,95
Electronic City,2,1060,2,158
Hebbal,3,3960,3,250
Whitefield,3,1200,3,275
Vidyaranyapura,3,1200,3,160
Sarjapur,3,1917,4,300
KR Puram,3,950,4,310
Channasandra,1,3040,1,60
BTM 2nd Stage,2,1250,2,120
Vishwapriya Layout,3,1235,4,326
Budigere,3,722,3,337
Kanakpura Road,2,2775,2,90
Sarjapur  Road,3,1200,4,270
Bannerghatta Road,2,1400,2,72
Mallathahalli,1,1225,1,86.8
Marathahalli,3,1220,4,337
Nagavarapalya,3,705,3,275
Battarahalli,3,1880,3,330
Yelahanka,2,1200,2,80
Doddakammanahalli,3,1550,3,275
Lingadheeranahalli,3,1893,4,326
HMT Layout,2,1650,2,140
Chikkathoguru,3,1113,4,340
BEL Road,2,1500,2,190
Kamakshipalya,3,1800,4,300
Sarjapur  Road,3,1586,3,380
Seegehalli,2,4000,2,125
Yelahanka New Town,2,1541,2,48
Haralur Road,2,1830,2,55
Kodigehalli,2,1200,2,46
Bidrahalli,2,1800,2,45
Bommasandra,2,1015,2,47
Raja Rajeshwari Nagar,3,1120,3,56
Hoodi,2,706,2,125
Medi Agrahara,2,1350,2,52
Kumaraswami Layout,3,610,2,75
Kanakpura Road,3,1900,3,70.25
Harlur,3,1200,3,85
Seegehalli,2,3000,2,59
Bisuvanahalli,2,1075,2,57
Kanakpura Road,3,1290,3,85
Akshaya Nagar,2,1200,2,57
Hormavu,2,1150,2,52
Uttarahalli,2,1360,2,60
4th Block Koramangala,3,4500,3,140
whitefiled,2,935,2,46.96
Cox Town,2,1730,2,80
Sarjapur  Road,4,1260,4,250
Banagiri Nagar,2,675,2,49.85
Marathahalli,2,4000,2,67
Marathahalli,4,950,3,152
Subbannaiah Palya,2,600,2,53
Vadarpalya,2,2500,2,49.86
Hegde Nagar,2,3216,2,71.55
N R Layout,2,800,2,56.5
Budigere,2,1991,2,56
Sarjapur  Road,3,1115,3,90
Koramangala,2,1900,2,70
Whitefield,3,1109,3,89
Rajiv Nagar,4,2340,5,185
Judicial Layout,2,1200,2,46.9
Whitefield,3,4356,3,105
9th Phase JP Nagar,4,1005,5,190
Kengeri,2,416,2,52.25
1st Phase JP Nagar,2,1394,2,58.86
Harlur,2,2138,2,53.67
Richards Town,3,1550,3,123
Nagavarapalya,2,1300,2,60
Thanisandra,2,1265,2,58.86
Manorayana Palya,2,1140,2,73
BCC Layout,2,1050,2,70
Thanisandra,2,1100,1,92
Varthur,3,1012,3,90
Varthur,3,1600,3,140
Yelahanka,3,1326,3,83
Hebbal Kempapura,2,1654,2,86
Jeevan bima nagar,2,1705,2,47
Chikkalasandra,2,1070,2,57
Whitefield,2,1700,2,58
Bhoganhalli,1,910.2,1,35
Kogilu,3,1140,3,109
Whitefield,2,4960,2,52.43
Talaghattapura,2,2254,2,103
Kanakapura,2,945,2,58.5
Begur Road,2,2462,2,45.68
Giri Nagar,1,1350,1,44
Marathahalli,3,615,3,90
Ramamurthy Nagar,2,1110,2,89
Haralur Road,2,575,2,57
Electronic City,2,1025,3,88
Vinayak Nagar,1,1758,1,55
Gopalapura,3,3179,3,100
Kaikondrahalli,2,1342,2,81
Kalyan nagar,2,1800,2,75
Whitefield,3,2928,3,110
Doddathoguru,3,1140,3,115
Raja Rajeshwari Nagar,2,1608,2,67
Kadugodi,2,1645,2,60
Ramamurthy Nagar,2,1410,2,48
Harlur,2,1200,2,65
8th Phase JP Nagar,2,1275,2,53.67
Dodda Nekkundi,2,3800,2,49.95
Kada Agrahara,2,909,2,59
Basavanapura,2,1200,2,48.06
Kalyan nagar,3,1080,3,100
Madanayakahalli,3,1200,3,105
Akshaya Nagar,3,1092,3,119
Jalahalli,2,1932,2,104
KR Puram,1,1156,1,38
Bellandur,3,924,3,89
Thubarahalli,3,1330,3,116
Thanisandra,2,1917,2,55
Chandapura,3,985,3,125
Mahalakshmi Puram,3,2400,3,125
Richmond Town,2,1800,2,57.9
Mahalakshmi Puram,3,1290,3,88
Kodigehalli,3,655,3,125
4th Block Koramangala,3,1800,3,115
Margondanahalli,2,1360,2,55
Bellandur,3,1785,3,115
Kadugodi,2,4000,2,68
Hebbal,2,1645,2,56.8
Gottigere,2,1235,2,90
Anandapura,2,900,2,53
Thanisandra,4,662,5,175
TC Palaya,2,1440,2,47
Whitefield,2,1215,2,60
Bisuvanahalli,4,845,4,235
Sarjapur  Road,2,1525,2,99
Jaladarsini Layout,2,1000,2,55
Hebbal,4,1255,5,181
Mysore Road,4,1560,4,235
Kasavanhalli,4,2100,4,230
Kodichikkanahalli,2,1620,2,54.8
Marathahalli,3,1595,3,126
Basavanapura,2,1095,2,73
9th Phase JP Nagar,2,835,2,46.7
Hennur Road,3,2182,3,85
Thigalarapalya,2,1418,2,49.86
Sanjay nagar,2,1900,2,65
Whitefield,2,2700,2,55
BTM 2nd Stage,1,1070,2,75
Ramamurthy Nagar,2,2000,2,52
Munnekollal,4,2400,5,180
Electronics City Phase 1,2,755,2,60
Hebbal,3,1645,3,130
Sarjapur,2,2400,2,85
Chandapura,2,645,2,53.67
4th T block Jayanagar,3,3900,2,60
Attur Layout,3,2400,3,110
1st Block HRBR Layout,2,2416,2,101
Electronics City Phase 1,2,919,2,50.18
Bannerghatta Road,2,1725,2,80
Sarjapur  Road,2,1346,2,50
Electronic City Phase II,2,1070,2,57.95
Begur Road,3,1225,2,90
Sarakki Nagar,2,880,2,69
Neeladri Nagar,1,640,1,75
Chikkalasandra,2,1310,2,58
Kanakapura,2,1190,2,58.5
Basavanna Nagar,2,1645,2,67
Marathahalli,3,1350,2,65
Vittasandra,2,1404,2,57
Electronic City,2,1105,2,69
Kanakpura Road,2,900,2,49
A Narayanapura,2,1650,2,60
Dodda Nekkundi,2,1100,2,55
Thanisandra,2,2100,1,66
Thanisandra,2,1948,2,65
Singasandra,2,1464,2,58
Raja Rajeshwari Nagar,2,1210,2,65
Yelahanka,2,4000,2,67.76
Brooke Bond First Cross,2,1252,2,46
Nagarbhavi,4,1200,4,145
Sarjapur  Road,3,3905,3,120
Kundalahalli Colony,3,2600,3,39.5
7th Phase JP Nagar,2,1300,1,35.5
7th Phase JP Nagar,3,1130,3,42
Budigere,2,1200,2,47
Thanisandra,7,1690,7,299
Padmanabhanagar,2,4500,2,55
Tasker Town,3,950,2,150
Marathahalli,3,1020,3,120
"Hoodi Circle, ",3,2107,2,60
Marathahalli,2,1735,2,130
Sarjapur  Road,3,915,2,175
Glass Factory Layout,3,1450,3,250
Thigalarapalya,1,2215,1,41
Raghavendra Nagar,2,2431,2,51
Hennur Road,2,1804,2,35
Marathahalli,2,1600,2,38.5
Uttarahalli,3,1280,3,280
Hebbal,4,1255,4,250
Koramangala,4,1320,4,255
Hoodi,3,1257,3,250
Raja Rajeshwari Nagar,9,1240,9,210
Milk Colony,3,1200,2,65
Bannerghatta Road,2,1850,2,40
Hulimavu,2,1255,2,39.25
Ananth Nagar,1,870,1,29.5
Tumkur Road,3,1789,2,44
Basaveshwara Nagar,2,800,2,39
Electronic City,2,660,2,53.5
"Basnashankari,6th stage,",3,600,3,59
Coffee Board Layout,2,1155,2,43
R.T. Nagar,1,1235,1,52
Yelahanka,2,2675,2,51
CV Raman Nagar,3,1025,2,59.27
Raja Rajeshwari Nagar,3,1395,2,56.5
Rachenahalli,2,1530,2,52
Dodda Nekkundi,2,1252,2,48
Hennur Road,3,1081,2,66
Haralur Road,2,1255,2,160
Ardendale,2,2062,2,171
Choodasandra,4,1220,3,260
Jigani,4,1408,4,314
Bisuvanahalli,2,1180,2,52
Sarjapur  Road,2,715,2,53.67
Sarjapur  Road,3,1230,3,68
Kaggadasapura,2,1035,2,49.5
EPIP Zone,2,3360,2,46.5
Kathriguppe,3,1300,3,75
Kanakpura Road,3,1100,3,86.5
Whitefield,3,1216,2,66.5
Shirdi Sai Layout,2,1450,2,45
Nagavarapalya,2,705,2,59
Gottigere,3,1385,2,57.9
Anekal,2,1200,2,50.36
Electronic City Phase II,2,1310,2,81
Sarjapur  Road,3,1043,3,74
Koramangala,3,1320,3,91
Near ullas theater,2,1900,2,85
Varthur,2,1140,2,48
Kadugodi,3,1100,3,75
Hebbal,3,1586,2,65
Chandapura,3,975,2,56
Amruthnagar,3,1365,2,70
Rajaji Nagar,3,1263,3,96
Begur Road,2,1565,2,75
Karuna Nagar,3,1163,4,260
Whitefield,2,2882,2,55
Hennur Road,2,2320,2,41
Sarjapur  Road,2,1750,2,73.5
Kudlu,3,1143,4,91.31
Hennur Road,2,1936,2,48.95
Electronic City,2,660,2,73.5
Chandapura,2,700,2,45
Chikkakannalli,2,1402,2,53
Hebbal,2,4640,2,62
Electronic City,2,1000,2,45.47
Gottigere,2,1000,2,40
Kengeri Satellite Town,3,818,3,96
Bommenahalli,2,1680,2,65
Kalyan nagar,2,2422,2,40.95
Indira Nagar,2,1145,2,49.65
Chandapura,2,1190,2,50
Sarjapur  Road,2,1145,2,51
Somasundara Palya,2,1575,2,43
Bannerghatta Road,2,9000,2,73
Thanisandra,2,1200,2,45
Yelahanka,2,1500,2,65
Ramamurthy Nagar,2,2560,2,50.855
Kothanur,2,1583,2,43.61
Kanakpura Road,2,700,2,48.95
Bannerghatta Road,3,950,2,100
Banashankari,2,1041,2,70.5
Thubarahalli,3,1085,2,60
Anjanapura,2,1070,2,37
Raja Rajeshwari Nagar,2,1165,2,45.9
Bommasandra,2,1000,2,49.73
Horamavu Agara,2,1169,2,45.9
A Narayanapura,2,1150,2,45
Whitefield,2,1840,2,45.9
Bhuvaneswari Nagar,2,1550,2,46
Kaval Byrasandra,2,997,2,46
Gunjur,2,1457,2,45.9
ISRO Layout,3,1000,2,75
KR Puram,5,1000,5,130
Sarjapur  Road,2,1500,2,45.56
Cottonpet,4,958,4,115
Lakshminarayana Pura,2,1165,2,75
Upkar Layout,3,1200,3,75
Kasavanhalli,3,1787,3,64.11
Raja Rajeshwari Nagar,2,1288,2,125
Thanisandra,4,1430,5,95.75
Hulimavu,2,3035,2,160
Doddathoguru,3,750,2,65
Yelachenahalli,3,900,2,65
Channasandra,3,1200,2,65
Electronic City,2,1500,2,33.03
Ambalipura,2,1230,2,55
Marathahalli,2,780,2,62
Bannerghatta Road,2,1220,3,80
Kanakpura Road,1,1110,1,33
Yeshwanthpur Industrial Suburb,3,2100,3,68
Hosakerehalli,1,1380,1,39.82
Akshaya Nagar,2,1690,2,50
Bannerghatta Road,2,1130,2,43.5
Electronic City,3,1213,2,65
Kengeri,3,900,3,79.5
Panathur,3,1199,3,60
Nandi Hills,3,5000,2,70
Bhoganhalli,3,1974 - 2171,2,98
Bellandur,3,700,3,150
Uttarahalli,2,661,2,150
Thanisandra main road,3,1804,3,160
Marathahalli,1,1710,2,36
Kengeri Satellite Town,2,1030,2,55
Choodasandra,2,1220,2,60
Marathahalli,2,1530,2,49
Ramamurthy Nagar,2,1200,2,150
Rajarajeshwari nagar,3,2000,2,85
Nagarbhavi,2,300,2,40
Green Glen Layout,1,1751,2,40
R.T. Nagar,2,800,2,50
Panathur,2,1255,2,55
Whitefield,2,1778,2,53
Ashirvad Colony,2,1100,2,50
Hennur Road,2,1480,2,63
Marathahalli,2,1358,2,80
Electronics City Phase 1,5,580,3,180
Choodasandra,3,1197,2,135
HRBR Layout,2,1200,2,46.2
Lingadheeranahalli,2,1705,2,49
Electronic City Phase II,4,1310,3,180
Hoodi,2,1132,2,58
SMV layout,2,1200,2,48
Peenya,4,814,4,145
Electronic City,3,1575,3,95
Pattandur Agrahara,2,1302,2,91
Sultan Palaya,2,1800,2,65
Hegde Nagar,2,2006.8,2,40
Saptagiri Layout,1,1100,1,14
Vijaya Bank Layout,4,2400,3,120
Doddabanahalli,3,830,3,180
 Electronic City,3,435,4,180
Mathikere,2,1590,2,40.2
Electronic City Phase II,2,1140,2,44.5
Kasavanhalli,2,1090,2,70
Thanisandra,2,1922,2,50
Thanisandra,4,965,4,125
Mysore Road,2,883,2,44.95
8th Phase JP Nagar,2,1062,2,58.56
Electronic City Phase II,2,888 - 1290,2,99
Babusapalaya,1,1358,1,52.5
Hoodi,3,1108,3,80
Harlur,1,1197,1,57
Sarjapur  Road,1,1190,1,55
Dairy Circle,1,3754,1,57
Vijayanagar,2,1749,2,110
Sarjapur  Road,2,1750,2,85.5
Kasavanhalli,4,1691,4,245
Electronic City,4,1449,4,280
Bommanahalli,1,1360 - 1890,1,51
Whitefield,3,1400,3,66
Electronic City,2,1310,2,47
Vijayabank bank layout,2,1100,2,45
Ramanjaneyanagar,3,1230,3,81
Green Glen Layout,2,1750,2,65
7th Phase JP Nagar,3,1450,3,80
Haralur Road,2,1810,2,60
Vittasandra,3,1246,3,95
Brookefield,2,1420,2,68
Old Airport Road,2,2658,2,62
6th block Koramangala,4,1450,4,200
D Group Employees Layout,2,1200,2,110
Outer Ring Road East,6,1367,6,205
Talaghattapura,2,2254,2,55
Begur Road,3,1160,3,85
Sanjay nagar,3,1200,2,65
Kadugodi,2,1711,2,89.04
Hosahalli Extension,3,750,3,83.3
Raja Rajeshwari Nagar,3,1120,3,85
Kaggalipura,2,950,2,69.1
Basavangudi,2,1560,2,89.04
1Channasandra,3,1250,3,135
Kanakpura Road,3,1225,3,135
TC Palaya,2,1200,2,99.14
Tala Cauvery Layout,2,1340,2,55
Sarjapur  Road,3,1846,2,68
Dodda Nekkundi,2,1155,2,60
Balagere,4,1205,4,150
Thanisandra,2,1140,2,45
Raja Rajeshwari Nagar,2,1140,2,68
Jalahalli East,3,1300,3,133
Bellandur,1,1051,1,21
Uttarahalli,1,1134,1,26
Kodihalli,3,2500,2,38
Yemlur,2,12000,2,35
Basavanapura,1,1135,1,20.5
"Whitefield, ",2,1745,2,30
Banashankari,2,500,2,30
Kempegowda Nagar,3,1665,3,103
Bellari Road,2,1220,2,68
Kanakpura Road,3,1868,3,110
Anandapura,4,640,5,120
Vaderahalli,4,2300,3,115
Akshayanagara East,2,1210,2,41.1
Ambalipura,3,1351,3,72
Hebbal,3,1636,3,90
R.T. Nagar,3,2400,2,63
Haralur Road,2,1464,2,50
Attibele,3,418,3,81
Kanakpura Road,2,1339,2,40
Bannerghatta,4,2370,4,34.5
Rachenahalli,2,1530,2,24
Mallathahalli,4,1100,3,95
7th Phase JP Nagar,2,1350,2,30
Marathahalli,2,1290,2,48
Bommasandra Industrial Area,3,1220,4,130
Sarjapur  Road,3,1846,3,95
Hegde Nagar,2,1847,2,49.8
Whitefield,2,3100,2,70
Hoodi,3,1430,3,78
Old Madras Road,2,935,2,510
Attibele,3,1350,3,88
Kammanahalli,3,540,2,55
Hennur Road,2,1590,2,37
Peenya,2,1286,2,49
Samethanahalli,3,1141,3,160
Shivaji Nagar,4,1554,5,250
Hebbal,3,3520,3,155
Malleshwaram,3,7500,3,185
Harlur,2,1749,2,65
4th Phase JP Nagar,2,2250,2,65.5
K R C kothanur,2,1140,2,65.5
Bommenahalli,2,1632,2,80
Ramamurthy Nagar,2,1000,2,64
Nyanappana Halli,3,1065,3,145
Haralur Road,2,1520,2,48
Bisuvanahalli,2,1075,2,88.5
Srirampuram,2,5,2,66
Gubbalala,4,1539,4,275
Sector 7 HSR Layout,3,1342,3,89
HBR Layout,3,1004,3,76
Ramagondanahalli,2,1295,2,59
Thanisandra,2,1098,2,65
Kothanur,4,1070,4,204
Hosa Road,4,1016,4,251
Bellandur,2,1450,2,75
Yelahanka,4,654,4,207
Koramangala,4,5985,4,191
Yelachenahalli,4,1080,4,199
Vijayanagar,2,1046,2,97.65
Domlur,2,1950,2,60
Bhoganhalli,3,1610,2,167
Doddakallasandra,2,2493,2,90
Ramagondanahalli,4,1151,4,191
Electronic City,4,1125,5,187
Kammasandra,2,992,2,58
1st Block Jayanagar,4,1000,4,208
Banashankari Stage II,4,2400,4,208
Bommanahalli,4,1850,4,280
Harlur,4,1174,4,201
Hebbal,2,2466 - 2856,2,75
Sultan Palaya,4,1100,4,194
Raja Rajeshwari Nagar,4,1095,5,189
Banashankari,4,3580,4,197
Choodasandra,4,900,4,262
Kengeri Hobli,4,1082,4,197
Uttarahalli,4,1350,4,204
Kadugodi,3,1314,3,150
Maithri Layout,4,1290,4,208
Kaggadasapura,2,1010,2,78
Shivaji Nagar,4,2200,4,262
"Sarjapur Road, ",2,1636,2,75
9th Phase JP Nagar,3,1050,2,94
7th Phase JP Nagar,2,1200,2,45
Haralur Road,3,1520,3,100
5th Phase JP Nagar,2,2500,2,72
Sarjapur  Road,2,1067,2,53.55
NRI Layout,2,1060,2,70
Bommasandra,2,955,2,75
Thigalarapalya,2,1418,2,45
8th Phase JP Nagar,2,1200,2,47.86
Anekal,4,700,3,125
Kanakpura Road,3,1366,2,84
Electronic City,2,1090,2,74
Jigani,2,1250,2,72
Richards Town,3,3600,3,95
Electronics City Phase 1,2,950,2,80
Indira Nagar,3,1470,3,121
Yelahanka,3,1250,3,142
HBR Layout,2,800,2,80
Badavala Nagar,2,1494,2,77
Hennur Road,2,1445,2,74
Kundalahalli,3,1397,3,106
Vijayanagar,3,606,3,170
Gollarapalya Hosahalli,2,861,2,73
 Devarachikkanahalli,3,1170,3,110
Koramangala,2,2461,2,52
Marathahalli,2,1205,2,170
Cottonpet,2,1224,2,51.42
Rajaji Nagar,4,660,5,318
Dommasandra,4,1153,5,268.5
OMBR Layout,2,2400,2,84
Old Madras Road,4,4500,4,345
Vijayanagar,3,1200,2,97
Vignana Nagar,3,1450,3,325
Budigere,3,1139,3,110
Green Glen Layout,2,1530,2,39.7
2nd Block Jayanagar,2,825,2,38.5
Electronic City,2,1575,2,63
Whitefield,2,650,2,62
Sai Gardens,2,1120,2,115
Akshaya Nagar,2,1700,2,65
Varthur,4,1090,3,210
Akshaya Nagar,3,1897,4,360
Nelamangala,2,1200,2,60
Kanakpura Road,2,700,1,90
Thanisandra,2,1437,2,52
Ambedkar Nagar,2,1856,2,60
Singanayakanahalli,3,1500,3,180
Hennur Road,3,1036,3,170
Attur Layout,2,3000,2,35
Mico Layout,3,1125,2,90
Uttarahalli,2,1320,2,40
Malleshwaram,3,2215,2,67
Electronic City,2,660,2,50
Marathahalli,2,1730,2,80
Mahalakshmi Puram,2,750,2,35
Talaghattapura,2,1804,2,57.5
Thanisandra,2,1795,2,60
7th Phase JP Nagar,2,1050,2,34.5
Dasarahalli,2,2100,2,34
Rayasandra,2,1199,2,42
SBM Colony,6,1350,6,175
Vignana Nagar,2,1100,2,48
Udaya Nagar,3,1000,2,65
Kanakapura,3,1254,2,145
Medahalli,4,600,5,500
Electronics City Phase 1,2,940,2,87
BTM 2nd Stage,2,1280,2,100
Whitefield,3,2155,3,118
Sarjapur  Road,2,3200,2,77
Kasavanhalli,2,4260,2,70
Hebbal,3,1255,3,99
Suraksha Nagar,2,1388,2,65.3
 Whitefield,2,905,2,63
VGP Layout,2,1176,2,68
Uttarahalli,2,1390,2,79
Giri Nagar,2,2400,2,62.9
Sahakara Nagar,2,1160,2,82
Seegehalli,2,2800,2,65
5th Block Hbr Layout,2,1200,2,80
Marathahalli,2,1583,2,77
Jigani,1,1252,1,40
Rustam Bagh Layout,2,1170,2,78
Bannerghatta Road,2,1350,2,60
Gottigere,2,1075,2,97
Hosa Road,2,972,2,58
Bannerghatta Road,2,1486,2,64
Margondanahalli,2,555,2,77.93
Vaishnavi Layout,2,4830,2,80
Cottonpet,2,850,2,57
Binny Pete,2,1282,2,60
Hebbal,2,2790,2,69
Sarjapur  Road,2,2383,2,76
Naganathapura,3,1103,3,100
Rayasandra,2,1577,2,47
Yelahanka,2,1465,2,47
Vimanapura,2,1600,2,46
Uttarahalli,2,1090,2,47
Yelahanka,2,1721,2,46
Seetharampalya,2,1100,2,47
Varthur,2,1450,2,47
Battarahalli,2,1071,2,43
Old Madras Road,2,2266,2,46
Kundalahalli Colony,2,2065,2,47
Kanakpura Road,2,1800,2,47
Defence Colony,2,1150,2,46
Housing Board Layout Vijay Nagar,2,1200,2,46
Hormavu,3,1123,3,225
Akshaya Nagar,2,1884,2,35
1st Block Jayanagar,2,930,2,35
Lakshminarayana Pura,3,1145,3,65
Hebbal,3,1328,2,80
Subramanyapura,2,950,2,44.5
Thomas Town,2,1250,2,59.8
Pragathi Nagar,2,1115,2,42
Gollarapalya Hosahalli,2,1318,2,66
JP Nagar,3,3300,2,80
Kalyan nagar,2,1280,2,62.35
Whitefield,2,1230,2,68
Raja Rajeshwari Nagar,2,1420,2,49.9
Kasavanhalli,3,2111,3,110
Vidyaranyapura,2,1100,2,55
Harlur,3,1750,3,67
RMV 2nd Stage,2,2550,2,49
Shampura,2,700,2,50
Uttarahalli,2,1050,2,28.18
Uttarahalli,2,1235,2,39.55
Yeshwanthpur,2,1200,2,46.39
Kengeri,2,900,2,48
Thanisandra,2,1146,2,46.39
Yeshwanthpur,2,1200,2,46.39
Banashankari,2,2400,2,50
Marathahalli,2,1200,2,52.2
Devarachikkanahalli,3,615,2,58.25
Mysore Road,3,1070,2,57.15
Rajaji Nagar,2,1538,1,218
Poorna Pragna Layout,2,1355,2,49.75
Venkatapura,2,3080,2,46
Kundalahalli,1,1800,1,33.645
Begur Road,5,1400,4,600
Uttarahalli,4,1123,4,162
Konanakunte,2,1200,2,87.5
Kengeri,2,787,2,68
Kambipura,2,1082,2,85
Seegehalli,2,1096,2,75
Vidyaranyapura,2,1200,3,93
R.T. Nagar,3,1140,4,192
Venugopal Reddy Layout,2,1130,2,72
Electronic City,1,550,1,88.2
Mahadevpura,3,1058,3,65
Hebbal,2,1269,2,52
Prithvi Layout,2,946,2,120
4th Block Koramangala,2,3400,2,46
Kanakpura Road,2,2689,2,45
Hennur Road,2,1976,2,65
Kothanur,3,1820,3,130
Uttarahalli,2,1329,2,55
Kathriguppe,3,1350,3,125
Nagarbhavi,2,1250,2,60
Whitefield,3,1205,3,140
Manganahalli,2,800,3,125
Kanakpura Road,2,1339,2,72
Uttarahalli,4,938,4,185
Kuvempu Nagar,9,450,8,165
BTM 2nd Stage,2,1100,2,48
2nd Stage Nagarbhavi,2,600,2,52
Yelahanka,3,1060,3,145
Whitefield,2,1125,2,85
Whitefield,3,810,3,130
Bellandur,3,1060,3,365
Anandapura,3,1749,3,700
Sahakara Nagar,3,1200,4,290
Cleveland Town,3,1100,3,85
Rachenahalli,3,660 - 700,3,95
Jalahalli East,2,720,2,57
Gunjur,3,6613,3,120
Hoodi,2,1925,2,68
Kengeri,3,502,3,111
Bommenahalli,5,3339,3,145
Begur,2,1475,2,50
Indra Nagar,3,1550,2,70
Peenya,4,966,5,600
t.c palya,4,1350,4,450
